cod_prod_lj;cod_loja;cod_produto;ref_varejista;dia;semana;mes;decr_mes;trimestre;ano;periodo;periodo2;valor;quantidade;indicador3
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;21.49;1;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;399.2;80;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;259.48;52;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;695.64;140;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;8.99;1;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;110.45;5;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;258.66;54;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;359.25;75;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;114.47;13;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;153.43;7;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;116.25;25;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;83.7;18;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;199.95;43;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;68.92;8;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;217.9;10;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;202.47;42;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;307.13;64;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;147.88;17;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;64.47;3;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;434.94;91;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;411.94;86;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;633.99;132;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;321.23;37;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;110.45;5;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;220.34;46;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;277.56;58;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;335.14;70;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;166.01;19;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;176.92;8;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;349.67;73;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;392.62;82;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;545.63;114;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;245.32;28;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;237.89;11;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;86.22;18;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;105.38;22;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;138.91;29;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;85.96;4;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;262.5;55;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;231.06;48;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;259.23;54;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;104.88;12;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;67.47;3;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;224.55;45;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;304.99;61;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;399.26;80;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;270.29;31;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;217.9;10;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;228.96;48;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;243.31;51;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;399.73;84;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;183.59;21;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;110.45;5;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;373.62;78;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;320.93;67;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;64.47;3;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;178.8;40;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;116.22;26;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;232.42;52;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;140.24;16;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;65.47;3;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;119.76;24;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;214.57;43;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;199.6;40;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;78.51;9;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;113.45;5;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;184.91;39;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;43.11;9;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;249.08;52;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;255.91;29;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;173.42;8;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;523.95;105;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;449.7;90;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;575.05;115;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;42.95;5;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;397.32;18;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;332.66;69;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;253.95;53;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;572.4;120;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;124.26;14;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;111.95;5;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;153.28;32;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;220.34;46;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;358.3;75;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;44.98;2;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;136.01;29;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;103.18;22;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;188.53;40;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;86.96;4;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;223.26;48;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;286.09;61;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;313.3;67;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;26.97;3;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;239.89;11;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;105.38;22;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;205.97;43;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;378.41;79;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;119.86;14;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;130.94;6;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;58.97;13;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;286.17;63;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;143.49;31;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;134.71;29;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;199.86;44;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;82.02;18;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;135.51;29;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;40.81;9;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;149.57;33;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;163.75;36;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;203.26;44;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;112.56;24;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;44.5;10;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;92.5;20;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;218.33;47;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;237.99;51;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;195.28;42;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;58.97;13;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;122.73;27;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;155.06;34;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;214.06;22;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;442.3;46;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;146.19;15;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;196.88;20;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;386.8;40;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;175.0;18;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;460.78;47;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;164.69;17;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;271.96;28;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;456.62;47;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;205.45;21;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;539.95;55;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;165.17;17;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;136.22;14;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;304.03;31;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;247.01;25;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;264.99;27;
;71025;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;251.54;26;
;71026;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;233.78;24;
;71027;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;558.87;58;
;71029;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;262.47;27;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;12.79;1;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;12.79;1;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;27.85;5;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;33.74;6;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;549.33;40;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;67.28;12;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;244.47;33;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;136.5;21;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;446.91;59;
;7102;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;267.74;36;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;102.32;8;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;25.58;2;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;69.48;12;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;70.17;12;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;3056.91;229;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;225.81;39;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;133.17;23;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;372.14;46;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;224.34;36;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;228.01;29;
;7104;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;297.82;38;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;12.99;1;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;51.96;4;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;28.27;5;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;94.24;16;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;567.06;41;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;41.23;7;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;333.58;42;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;146.08;22;
;7105;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;301.13;37;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;38.37;3;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;31.74;6;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;497.07;36;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;89.93;17;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;53.53;10;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;269.95;35;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;107.34;18;
;7107;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;207.13;27;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;12.99;1;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;77.94;6;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;6.49;1;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;38.94;6;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;569.04;38;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;64.9;10;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;220.72;28;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;39.84;6;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;201.87;26;
;7109;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;194.75;25;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;191.85;15;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;89.53;7;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;160.11;29;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;112.6;20;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;954.78;70;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;244.96;44;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;150.63;27;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;476.84;60;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;357.5;55;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;255.88;32;
;71010;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;176.76;22;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;140.69;11;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;89.53;7;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;67.28;12;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;100.22;18;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;533.85;37;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;268.72;48;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;190.86;34;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;535.07;70;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;100.84;17;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;107.06;14;
;71011;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;498.12;66;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;337.74;26;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;233.82;18;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;181.41;31;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;175.52;30;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;1728.39;124;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;299.21;51;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;151.96;26;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;734.05;95;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;565.79;86;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;276.64;36;
;71012;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;537.31;69;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;25.58;2;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;22.16;4;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;5.69;1;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;538.62;40;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;72.37;13;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;11.38;2;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;272.16;34;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;149.5;23;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;179.17;23;
;71014;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;169.97;23;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;38.37;3;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;89.53;7;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;50.41;9;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;111.06;20;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;766.44;56;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;145.54;26;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;106.5;19;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;432.84;56;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;144.73;24;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;190.44;27;
;71016;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;76.89;11;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;65.48;5;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;76.74;6;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;92.64;16;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;138.96;24;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;680.25;51;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;196.86;34;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;191.07;33;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;709.96;94;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;136.5;21;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;388.51;49;
;71017;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;444.7;60;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;51.96;4;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;51.96;4;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;98.43;17;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;127.58;22;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;1047.96;75;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;235.07;41;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;168.41;29;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;501.34;66;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;212.48;32;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;304.6;40;
;71018;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;529.3;70;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;47.12;8;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;135.47;23;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;666.9;48;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;176.7;30;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;457.92;58;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;86.32;13;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;325.11;39;
;71019;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;547.31;69;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;86.03;7;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;82.4;16;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;73.7;14;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;306.9;23;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;103.0;20;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;73.79;14;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;237.7;30;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;76.76;12;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;157.8;20;
;71020;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;325.85;44;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;77.94;6;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;12.99;1;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;41.23;7;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;110.41;19;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;637.74;45;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;82.46;14;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;146.55;25;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;304.6;40;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;119.52;18;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;198.27;23;
;71021;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;262.66;34;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;168.87;13;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;70.68;12;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;94.24;16;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;283.26;19;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;182.59;31;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;164.92;28;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;235.72;28;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;66.4;10;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;229.7;30;
;71022;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;210.77;23;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;116.91;9;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;77.94;6;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;141.27;24;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;169.41;29;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;1308.0;94;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;200.26;34;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;234.0;40;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;680.12;88;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;158.94;24;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;404.95;53;
;71023;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;371.54;46;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;90.93;7;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;103.92;8;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;63.69;11;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;110.11;19;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;1127.79;85;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;167.91;29;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;98.93;17;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;278.63;37;
;71024;7;BISTEK;2023-01-01;;JAN;01-JAN;;2023;;;149.22;23;
